Idő: 00:00 | Parancs: me | Használta: David_Campbell | Serial: 93F351F4D75373088D28986D39006124 | IP: 84.236.78.25
Idő: 00:01 | Parancs: LocalOOC | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: b | Használta: David_Campbell | Serial: 93F351F4D75373088D28986D39006124 | IP: 84.236.78.25
Idő: 00:01 | Parancs: togglecursor | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: togglecursor | Használta: Jon_Don_Gino | Serial: A30A78758A4D9593FE1CF2D48194E443 | IP: 95.102.48.165
Idő: 00:01 | Parancs: melow | Használta: Tivonte_Chambers | Serial: 53AF19AF9161C78F94F5D3A7933CE392 | IP: 91.146.165.162
Idő: 00:01 | Parancs: melow | Használta: Tivonte_Chambers | Serial: 53AF19AF9161C78F94F5D3A7933CE392 | IP: 91.146.165.162
Idő: 00:01 | Parancs: öv | Használta: Valentin_Cooke | Serial: D9BF05A1F0E7124A4FCF0B881C8E7093 | IP: 95.168.69.34
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Valentin_Cooke | Serial: D9BF05A1F0E7124A4FCF0B881C8E7093 | IP: 95.168.69.34
Idő: 00:01 | Parancs: togglecursor | Használta: Orien_Morrison | Serial: 4797224B07B7BF46DDF11BFAB70CFAB2 | IP: 88.132.199.60
Idő: 00:01 | Parancs: b | Használta: Jackson_Murry | Serial: 421B0989E435949ECF5B6F0EC2BC8E42 | IP: 85.66.149.170
Idő: 00:01 | Parancs: pm | Használta: Ezekiel_Garcia | Serial: 553AC36F518A79F66DAB88489D6890F2 | IP: 188.156.137.71
Idő: 00:01 | Parancs: LocalOOC | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: pm | Használta: Mylo_Lee | Serial: AE92A552EE06DA70EFFFCF3A20E63C12 | IP: 188.36.1.243
Idő: 00:01 | Parancs: melow | Használta: Tivonte_Chambers | Serial: 53AF19AF9161C78F94F5D3A7933CE392 | IP: 91.146.165.162
Idő: 00:01 | Parancs: tempomat | Használta: joreggeltjoreggelt | Serial: 984217B4B11A0C701639125AEB941683 | IP: 31.46.252.157
Idő: 00:01 | Parancs: melow | Használta: Tivonte_Chambers | Serial: 53AF19AF9161C78F94F5D3A7933CE392 | IP: 91.146.165.162
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Orien_Morrison | Serial: 4797224B07B7BF46DDF11BFAB70CFAB2 | IP: 88.132.199.60
Idő: 00:01 | Parancs: vhspawn | Használta: Wardis | Serial: BB63B381923B404CB82DE767651F3EA2 | IP: 176.241.6.195
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: dm | Használta: Wardis | Serial: BB63B381923B404CB82DE767651F3EA2 | IP: 176.241.6.195
Idő: 00:01 | Parancs: vá | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Orien_Morrison | Serial: 4797224B07B7BF46DDF11BFAB70CFAB2 | IP: 88.132.199.60
Idő: 00:01 | Parancs: vá | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: togglecursor | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: togglecursor | Használta: Brent_Kaur | Serial: 139EB48C5304E03C07B74C4B76E87844 | IP: 78.99.210.196
Idő: 00:01 | Parancs: say | Használta: Lucio_Federico_Flavio | Serial: F24D2322B2907B4BECB4E21E93C26EA2 | IP: 5.38.189.200
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: melow | Használta: Tivonte_Chambers | Serial: 53AF19AF9161C78F94F5D3A7933CE392 | IP: 91.146.165.162
Idő: 00:01 | Parancs: say | Használta: Katsumi_Kotsushima | Serial: 56149D515D80E0E04B6F74F5250CF5F4 | IP: 81.182.62.211
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: LocalOOC | Használta: Jhonson_Tucker | Serial: 96CE0FF5BF96789D2B201101FC105D53 | IP: 91.144.90.130
Idő: 00:01 | Parancs: pp | Használta: Jackson_Murry | Serial: 421B0989E435949ECF5B6F0EC2BC8E42 | IP: 85.66.149.170
Idő: 00:01 | Parancs: say | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: stopanim | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Orien_Morrison | Serial: 4797224B07B7BF46DDF11BFAB70CFAB2 | IP: 88.132.199.60
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: melow | Használta: Tivonte_Chambers | Serial: 53AF19AF9161C78F94F5D3A7933CE392 | IP: 91.146.165.162
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: togglecursor | Használta: Ryan_Wjatscheslaw | Serial: 154146BF161621FBAF41FE61FC36F5A1 | IP: 185.153.216.216
Idő: 00:01 | Parancs: kick | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: togglecursor | Használta: Terek_Burgess | Serial: CC38BC1B4AFB2734D7307E34EA1B1D52 | IP: 84.232.241.118
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: say | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: togglecursor | Használta: Jason_Matthew | Serial: DFAF3A9610E9048E6D58748796B0A5B3 | IP: 91.83.214.26
Idő: 00:01 | Parancs: stopanim | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: öv | Használta: NaQuian_Mccoy | Serial: 53C163A213108136C94A09AADF04AE02 | IP: 109.105.11.247
Idő: 00:01 | Parancs: öv | Használta: Orien_Morrison | Serial: 4797224B07B7BF46DDF11BFAB70CFAB2 | IP: 88.132.199.60
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: togglecursor | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: togglecursor | Használta: Wardis | Serial: BB63B381923B404CB82DE767651F3EA2 | IP: 176.241.6.195
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: . | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: . | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: getveh | Használta: Rey_Katz | Serial: 12B2178B3BE2E23B8C20F3183B26E9B2 | IP: 46.35.202.129
Idő: 00:01 | Parancs: . | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: . | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: LocalOOC | Használta: William_Tommy | Serial: D9BFB64B761C85F325859CE304499D54 | IP: 31.46.253.161
Idő: 00:01 | Parancs: rbs | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: cd | Használta: Raden_Nash | Serial: AD2CCC92EDB6F442D813D59392575083 | IP: 195.228.13.188
Idő: 00:01 | Parancs: say | Használta: Theo_Poole | Serial: F92FEFD25F3D61F1EA7C46439A8C52F4 | IP: 31.46.253.161
Idő: 00:01 | Parancs: . | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Rey_Katz | Serial: 12B2178B3BE2E23B8C20F3183B26E9B2 | IP: 46.35.202.129
Idő: 00:01 | Parancs: togglecursor | Használta: Jon_Don_Gino | Serial: A30A78758A4D9593FE1CF2D48194E443 | IP: 95.102.48.165
Idő: 00:01 | Parancs: vá | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Rey_Katz | Serial: 12B2178B3BE2E23B8C20F3183B26E9B2 | IP: 46.35.202.129
Idő: 00:01 | Parancs: say | Használta: Katsumi_Kotsushima | Serial: 56149D515D80E0E04B6F74F5250CF5F4 | IP: 81.182.62.211
Idő: 00:01 | Parancs: tempomat | Használta: Terek_Burgess | Serial: CC38BC1B4AFB2734D7307E34EA1B1D52 | IP: 84.232.241.118
Idő: 00:01 | Parancs: repair | Használta: Scharw_James | Serial: 58617D551871260259BE67716BED1434 | IP: 81.183.151.84
Idő: 00:01 | Parancs: pp | Használta: Jackson_Murry | Serial: 421B0989E435949ECF5B6F0EC2BC8E42 | IP: 85.66.149.170
Idő: 00:01 | Parancs: togglecursor | Használta: Jason_Matthew | Serial: DFAF3A9610E9048E6D58748796B0A5B3 | IP: 91.83.214.26
Idő: 00:01 | Parancs: togglecursor | Használta: Jaylon_Rush | Serial: E84730DB01E4F469E5954E99E33ED8F3 | IP: 91.82.25.192
Idő: 00:01 | Parancs: tempomat | Használta: Terek_Burgess | Serial: CC38BC1B4AFB2734D7307E34EA1B1D52 | IP: 84.232.241.118
Idő: 00:01 | Parancs: togglecursor | Használta: Terek_Burgess | Serial: CC38BC1B4AFB2734D7307E34EA1B1D52 | IP: 84.232.241.118
Idő: 00:01 | Parancs: melow | Használta: Tivonte_Chambers | Serial: 53AF19AF9161C78F94F5D3A7933CE392 | IP: 91.146.165.162
Idő: 00:01 | Parancs: togglecursor | Használta: Jason_Matthew | Serial: DFAF3A9610E9048E6D58748796B0A5B3 | IP: 91.83.214.26
Idő: 00:01 | Parancs: togglecursor | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: vá | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: say | Használta: Clyde_F_Kennedy | Serial: 44F86F79497BDCBED250F417121FE74F | IP: 89.251.42.149
Idő: 00:01 | Parancs: togglecursor | Használta: Jaylon_Rush | Serial: E84730DB01E4F469E5954E99E33ED8F3 | IP: 91.82.25.192
Idő: 00:01 | Parancs: a | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: reloadmyweapon | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: togglecursor | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: togglecursor | Használta: Carlos_Ponds | Serial: 8F16727EA64E0B1034DB67A28DF53C52 | IP: 178.210.246.176
Idő: 00:01 | Parancs: öv | Használta: Rey_Katz | Serial: 12B2178B3BE2E23B8C20F3183B26E9B2 | IP: 46.35.202.129
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: öv | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Rey_Katz | Serial: 12B2178B3BE2E23B8C20F3183B26E9B2 | IP: 46.35.202.129
Idő: 00:01 | Parancs: öv | Használta: Thomas_Benneth | Serial: A038BF26EFC24A9964C662A358E8EBA3 | IP: 94.27.163.187
Idő: 00:01 | Parancs: togglecursor | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: togglecursor | Használta: Wardis | Serial: BB63B381923B404CB82DE767651F3EA2 | IP: 176.241.6.195
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: pm | Használta: David_Campbell | Serial: 93F351F4D75373088D28986D39006124 | IP: 84.236.78.25
Idő: 00:01 | Parancs: stopanim | Használta: Jason_Matthew | Serial: DFAF3A9610E9048E6D58748796B0A5B3 | IP: 91.83.214.26
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Thomas_Benneth | Serial: A038BF26EFC24A9964C662A358E8EBA3 | IP: 94.27.163.187
Idő: 00:01 | Parancs: say | Használta: Katsumi_Kotsushima | Serial: 56149D515D80E0E04B6F74F5250CF5F4 | IP: 81.182.62.211
Idő: 00:01 | Parancs: setskin | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: LocalOOC | Használta: Jhonson_Tucker | Serial: 96CE0FF5BF96789D2B201101FC105D53 | IP: 91.144.90.130
Idő: 00:01 | Parancs: repair | Használta: Scharw_James | Serial: 58617D551871260259BE67716BED1434 | IP: 81.183.151.84
Idő: 00:01 | Parancs: a | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: say | Használta: Clyde_F_Kennedy | Serial: 44F86F79497BDCBED250F417121FE74F | IP: 89.251.42.149
Idő: 00:01 | Parancs: reloadmyweapon | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: say | Használta: joreggeltjoreggelt | Serial: 984217B4B11A0C701639125AEB941683 | IP: 31.46.252.157
Idő: 00:01 | Parancs: fly | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: repair | Használta: Scharw_James | Serial: 58617D551871260259BE67716BED1434 | IP: 81.183.151.84
Idő: 00:01 | Parancs: vanish | Használta: szorgej | Serial: AAFD4676E24C7A7D01B70DABC91256F2 | IP: 78.153.109.191
Idő: 00:01 | Parancs: say | Használta: Theo_Poole | Serial: F92FEFD25F3D61F1EA7C46439A8C52F4 | IP: 31.46.253.161
Idő: 00:01 | Parancs: toggle-neon | Használta: Kolton_Cline | Serial: E18C0787885C2377045E6156B75E3A52 | IP: 45.84.76.130
Idő: 00:01 | Parancs: stopanim | Használta: Kolton_Cline | Serial: E18C0787885C2377045E6156B75E3A52 | IP: 45.84.76.130
Idő: 00:01 | Parancs: lock/unlock-interior | Használta: Thomas_Benneth | Serial: A038BF26EFC24A9964C662A358E8EBA3 | IP: 94.27.163.187
Idő: 00:01 | Parancs: togglecursor | Használta: Kolton_Cline | Serial: E18C0787885C2377045E6156B75E3A52 | IP: 45.84.76.130
Idő: 00:01 | Parancs: LocalOOC | Használta: Terek_Burgess | Serial: CC38BC1B4AFB2734D7307E34EA1B1D52 | IP: 84.232.241.118
Idő: 00:01 | Parancs: pm | Használta: Ezekiel_Garcia | Serial: 553AC36F518A79F66DAB88489D6890F2 | IP: 188.156.137.71
Idő: 00:01 | Parancs: reloadmyweapon | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: say | Használta: Clyde_F_Kennedy | Serial: 44F86F79497BDCBED250F417121FE74F | IP: 89.251.42.149
Idő: 00:01 | Parancs: togglecursor | Használta: Kolton_Cline | Serial: E18C0787885C2377045E6156B75E3A52 | IP: 45.84.76.130
Idő: 00:01 | Parancs: togglecursor | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: togglecursor | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: togglecursor | Használta: Terek_Burgess | Serial: CC38BC1B4AFB2734D7307E34EA1B1D52 | IP: 84.232.241.118
Idő: 00:01 | Parancs: repair | Használta: Scharw_James | Serial: 58617D551871260259BE67716BED1434 | IP: 81.183.151.84
Idő: 00:01 | Parancs: say | Használta: Clyde_F_Kennedy | Serial: 44F86F79497BDCBED250F417121FE74F | IP: 89.251.42.149
Idő: 00:01 | Parancs: say | Használta: Lucio_Federico_Flavio | Serial: F24D2322B2907B4BECB4E21E93C26EA2 | IP: 5.38.189.200
Idő: 00:01 | Parancs: say | Használta: William_Franklin | Serial: 2D79917004210360DBFA3B6709FBB093 | IP: 79.114.174.251
Idő: 00:01 | Parancs: togglecursor | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: stopanim | Használta: Jason_Matthew | Serial: DFAF3A9610E9048E6D58748796B0A5B3 | IP: 91.83.214.26
Idő: 00:01 | Parancs: togglecursor | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: vá | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: say | Használta: Clyde_F_Kennedy | Serial: 44F86F79497BDCBED250F417121FE74F | IP: 89.251.42.149
Idő: 00:01 | Parancs: dm | Használta: Wardis | Serial: BB63B381923B404CB82DE767651F3EA2 | IP: 176.241.6.195
Idő: 00:01 | Parancs: togglecursor | Használta: Dacquan_Pierce | Serial: 606B9B3841E83E5A49695C5332322FF3 | IP: 94.27.203.13
Idő: 00:01 | Parancs: öv | Használta: Terek_Burgess | Serial: CC38BC1B4AFB2734D7307E34EA1B1D52 | IP: 84.232.241.118
Idő: 00:01 | Parancs: togglecursor | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: 0 | Használta: Jackson_Murry | Serial: 421B0989E435949ECF5B6F0EC2BC8E42 | IP: 85.66.149.170
Idő: 00:01 | Parancs: togglecursor | Használta: Jackson_Murry | Serial: 421B0989E435949ECF5B6F0EC2BC8E42 | IP: 85.66.149.170
Idő: 00:01 | Parancs: LocalOOC | Használta: Jhonson_Tucker | Serial: 96CE0FF5BF96789D2B201101FC105D53 | IP: 91.144.90.130
Idő: 00:01 | Parancs: reloadmyweapon | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: say | Használta: Theo_Poole | Serial: F92FEFD25F3D61F1EA7C46439A8C52F4 | IP: 31.46.253.161
Idő: 00:01 | Parancs: say | Használta: Lucio_Federico_Flavio | Serial: F24D2322B2907B4BECB4E21E93C26EA2 | IP: 5.38.189.200
Idő: 00:01 | Parancs: vá | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: togglecursor | Használta: Ryan_Wjatscheslaw | Serial: 154146BF161621FBAF41FE61FC36F5A1 | IP: 185.153.216.216
Idő: 00:01 | Parancs: say | Használta: Clyde_F_Kennedy | Serial: 44F86F79497BDCBED250F417121FE74F | IP: 89.251.42.149
Idő: 00:01 | Parancs: 0 | Használta: Jackson_Murry | Serial: 421B0989E435949ECF5B6F0EC2BC8E42 | IP: 85.66.149.170
Idő: 00:01 | Parancs: togglecursor | Használta: Jackson_Murry | Serial: 421B0989E435949ECF5B6F0EC2BC8E42 | IP: 85.66.149.170
Idő: 00:01 | Parancs: say | Használta: Clyde_F_Kennedy | Serial: 44F86F79497BDCBED250F417121FE74F | IP: 89.251.42.149
Idő: 00:01 | Parancs: LocalOOC | Használta: William_Tommy | Serial: D9BFB64B761C85F325859CE304499D54 | IP: 31.46.253.161
Idő: 00:01 | Parancs: togglecursor | Használta: Brent_Kaur | Serial: 139EB48C5304E03C07B74C4B76E87844 | IP: 78.99.210.196
Idő: 00:01 | Parancs: öv | Használta: Jhonson_D_Hiddleston | Serial: 1BE8CC9B7FA1A7251B78301AED576C02 | IP: 87.242.22.213
Idő: 00:01 | Parancs: repair | Használta: Scharw_James | Serial: 58617D551871260259BE67716BED1434 | IP: 81.183.151.84
Idő: 00:01 | Parancs: togglecursor | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: gethere | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: togglecursor | Használta: Lorenzo_D_Diego | Serial: 6FB26681E4696F8B1200CC5C33F6A033 | IP: 176.63.2.69
Idő: 00:01 | Parancs: a | Használta: Qurafi | Serial: 7DAC48E73D3E2714E53A112595528483 | IP: 85.186.106.105
Idő: 00:01 | Parancs: dm | Használta: Wardis | Serial: BB63B381923B404CB82DE767651F3EA2 | IP: 176.241.6.195
Idő: 00:01 | Parancs: say | Használta: Theo_Poole | Serial: F92FEFD25F3D61F1EA7C46439A8C52F4 | IP: 31.46.253.161
Idő: 00:01 | Parancs: öv | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: togglecursor | Használta: Ryan_Wjatscheslaw | Serial: 154146BF161621FBAF41FE61FC36F5A1 | IP: 185.153.216.216
Idő: 00:01 | Parancs: öv | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: togglecursor | Használta: Ryan_Wjatscheslaw | Serial: 154146BF161621FBAF41FE61FC36F5A1 | IP: 185.153.216.216
Idő: 00:01 | Parancs: öv | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: say | Használta: Lucio_Federico_Flavio | Serial: F24D2322B2907B4BECB4E21E93C26EA2 | IP: 5.38.189.200
Idő: 00:01 | Parancs: say | Használta: Katsumi_Kotsushima | Serial: 56149D515D80E0E04B6F74F5250CF5F4 | IP: 81.182.62.211
Idő: 00:01 | Parancs: öv | Használta: Vito_D_Cristiano | Serial: F00DC2CE97A795C480C0B0CA60F676F2 | IP: 134.255.25.163
Idő: 00:01 | Parancs: öv | Használta: Jamal_D_Washington | Serial: 6A68452948754C7EFBE37811092B9EA3 | IP: 84.0.131.141
Idő: 00:01 | Parancs: gate | Használta: Lorenzo_D_Salvatore | Serial: 5A802F653439C90F32A20008C35CBAB2 | IP: 89.134.132.223
Idő: 00:01 | Parancs: togglecursor | Használta: Carlos_Ponds | Serial: 8F16727EA64E0B1034DB67A28DF53C52 | IP: 178.210.246.176
Idő: 00:01 | Parancs: togglecursor | Használta: Jon_Don_Gino | Serial: A30A78758A4D9593FE1CF2D48194E443 | IP: 95.102.48.165
Idő: 00:01 | Parancs: öv | Használta: Jamal_D_Washington | Serial: 6A68452948754C7EFBE37811092B9EA3 | IP: 84.0.131.141
Idő: 00:01 | Parancs: ame | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: melow | Használta: Keifon_Polk | Serial: 05259BBF255CEEE6561389021B1053A2 | IP: 80.99.151.52
Idő: 00:01 | Parancs: clearooc | Használta: Lorenzo_D_Salvatore | Serial: 5A802F653439C90F32A20008C35CBAB2 | IP: 89.134.132.223
Idő: 00:02 | Parancs: öv | Használta: Bablon_Junior | Serial: 6874E9C5861938C029FAD71DDF76FE13 | IP: 89.133.55.91
Idő: 00:02 | Parancs: togglecursor | Használta: Xevil_X | Serial: B858470A773D285F3E73194E5D1BA2A1 | IP: 188.6.147.153
Idő: 00:02 | Parancs: togglecursor | Használta: Brent_Kaur | Serial: 139EB48C5304E03C07B74C4B76E87844 | IP: 78.99.210.196
Idő: 00:02 | Parancs: clearooc | Használta: Lorenzo_D_Salvatore | Serial: 5A802F653439C90F32A20008C35CBAB2 | IP: 89.134.132.223
Idő: 00:02 | Parancs: clearooc | Használta: Lorenzo_D_Salvatore | Serial: 5A802F653439C90F32A20008C35CBAB2 | IP: 89.134.132.223
